,Depression
110395,0
100263,0
110290,0
55081,0
32217,0
82295,0
18595,0
124372,1
119006,0
129093,0
53439,0
34100,1
108230,0
96622,0
84709,0
140262,1
21113,0
82577,0
130842,1
113549,0
94197,1
85998,1
48834,0
129452,0
62496,0
119381,0
3797,0
134837,1
12384,0
51140,0
6591,0
20600,0
137974,1
81401,0
109695,0
38151,0
99198,0
57630,0
118873,0
60742,1
70141,0
26903,1
73171,1
44528,0
82324,0
11843,0
49781,0
129897,1
92320,0
88573,0
92967,1
74730,0
81881,0
121500,0
47011,0
75461,1
36367,1
55683,0
140206,0
1261,0
69975,0
55133,0
83781,0
131964,0
7032,1
33882,0
40407,0
15209,0
24295,1
23224,0
129209,1
26021,0
27745,0
90625,0
48290,0
114113,0
61816,0
50558,0
18174,0
129196,1
111527,1
89204,0
5530,0
73653,0
45834,0
64995,0
81880,1
117020,1
19881,0
90272,0
50767,0
130720,1
19095,0
12837,1
38073,0
46683,0
110315,1
92472,0
103609,0
117803,1
97254,0
66967,1
86686,0
106279,1
72461,0
6884,0
67674,0
117444,1
61455,0
121921,0
60251,0
52587,0
89451,0
106211,0
36814,0
83167,0
110708,1
134242,0
85669,1
109098,1
101207,0
114911,0
12073,1
85956,0
99689,0
17468,1
117945,0
87784,0
68281,0
77659,1
31362,0
131721,0
82818,0
90571,0
134472,1
102035,0
307,0
62524,0
17179,0
83168,0
63841,1
109990,0
23312,1
101166,0
108070,1
123185,0
100703,0
109585,0
113237,0
60738,0
17858,0
61225,0
135531,0
75320,0
42049,0
134673,0
26514,0
75876,0
42917,0
5079,0
129929,0
14668,0
58559,1
3420,0
11672,0
17872,0
61753,1
68904,0
33519,0
56468,1
17065,0
110832,0
31574,0
21031,0
47588,1
13209,1
130408,0
122967,0
83380,0
132339,0
71796,0
84504,0
89071,0
110925,0
67509,0
98244,0
94698,0
90669,1
71866,0
84839,0
86205,0
105430,1
3267,0
134576,1
89319,0
120365,1
18730,0
113260,0
43132,1
85629,0
127342,0
111437,0
121938,0
62379,1
91861,0
113880,1
79484,1
40801,0
99756,0
14280,0
120414,0
23303,0
120237,0
4367,0
71437,0
98158,0
5994,0
49207,1
39207,0
42276,0
13533,0
56953,0
63389,0
125520,1
95150,0
5972,0
92959,1
30137,0
77561,1
8319,0
27405,0
41094,1
18277,0
11641,0
31676,1
28137,0
46808,0
35682,0
25650,0
47245,0
107691,1
65262,0
123926,0
69862,0
76620,0
42879,1
125829,0
44950,1
68447,0
22048,0
114108,0
122226,1
103279,0
21252,0
9163,0
59206,0
103357,0
119586,0
66584,0
122146,0
98269,0
90603,0
74640,0
84572,1
82890,0
128545,0
78079,0
133960,0
14810,0
8426,0
85431,0
68306,0
94741,0
112555,0
44994,0
82809,1
45239,1
38652,0
125410,0
42931,0
140674,0
17644,0
101802,0
7446,0
121730,0
134050,0
43586,0
66634,0
99622,0
20109,0
768,0
72492,0
40825,0
118189,0
32538,1
88900,0
82690,0
6361,0
124166,0
35472,1
74572,0
16644,0
78392,0
43620,0
129870,0
117891,1
19381,0
31947,0
73318,0
107882,1
27981,0
9921,0
28620,0
56714,1
108476,0
36428,0
80970,0
70477,0
45696,0
120122,0
87871,1
122282,0
65817,1
136871,0
111393,0
34832,0
106135,1
41369,1
83734,0
100723,1
69792,0
83043,0
102793,0
103141,0
58434,0
23753,0
93970,0
7318,1
57107,0
119238,0
21854,0
120477,0
11042,0
128735,1
121955,0
131870,1
39502,0
26398,0
106554,0
98259,1
53353,0
51992,0
134063,1
37611,0
86136,1
96567,0
123196,0
50270,0
37189,0
112664,0
42903,0
124914,1
57823,0
75341,0
66044,1
96626,0
80982,0
90012,0
92040,0
57898,0
114329,0
69089,0
50182,0
3263,0
18717,1
78676,0
20441,0
35298,1
65164,0
48362,0
134767,0
89507,0
55936,1
62426,0
133411,1
76711,0
124359,0
6908,1
101893,0
129996,0
19075,0
15108,0
57345,0
14640,0
106414,1
83226,0
63295,0
12804,0
19722,0
3518,0
82855,0
38248,0
84680,0
126966,0
2658,0
94638,0
68159,0
42525,0
119633,0
42040,0
122240,0
62927,0
128501,0
14028,0
112804,0
15351,0
43815,0
80133,0
110608,0
46634,0
127815,0
24361,0
16550,0
79921,1
73301,0
32124,0
72475,0
73227,1
29806,0
48813,0
84288,1
27790,0
123136,1
6839,0
20118,0
57600,0
14072,0
122220,0
86804,0
11768,0
111604,0
44742,0
134721,1
4126,1
105090,0
122601,0
103759,0
15759,0
71288,0
10511,1
5355,0
30297,0
57843,0
5445,0
80953,0
100142,0
116342,0
106248,0
126119,1
140432,0
120728,0
60316,0
27952,0
92920,0
7245,0
34140,1
120951,0
115683,0
96848,0
109992,1
30879,0
56842,0
138632,0
2504,0
100188,0
72540,0
55458,0
74538,0
82872,0
50585,1
89622,0
76516,0
50060,0
10704,0
103515,0
33970,0
11952,0
26932,0
106685,0
130520,0
52270,0
32603,0
31591,0
1783,0
64680,0
129624,0
62551,0
19699,0
30882,0
88611,1
93376,0
17460,0
109842,0
18671,0
78755,0
133648,0
62249,0
7469,0
98746,0
121624,0
124552,0
124888,0
48786,0
15853,0
14914,1
63151,0
50145,1
134976,0
94944,1
50109,0
56019,1
131148,0
36438,0
89734,0
54337,0
66311,0
78736,0
53256,0
28226,0
121134,0
84952,1
107467,1
15069,1
99792,0
139797,0
101810,0
97459,0
119928,1
128806,0
20163,0
102731,0
46847,0
137882,0
21119,0
128253,1
60028,0
45868,0
132319,0
19738,0
64267,0
123609,0
57489,0
36956,0
42444,0
135025,0
135909,0
22880,0
28709,0
10857,0
27957,0
39667,0
67277,1
73385,1
16695,1
9322,0
18450,0
24668,0
99877,0
54145,0
118112,0
53166,0
12282,1
36250,1
68303,0
32568,0
92120,1
138598,0
112270,0
17466,0
23026,0
87014,0
54064,0
9161,0
104978,0
26934,0
46443,1
39840,0
107414,1
133227,0
100149,1
87744,1
64486,1
62029,0
132112,1
100796,0
71836,1
136213,0
55592,0
50529,0
43722,0
111919,0
35391,0
118167,0
138516,0
59859,0
43481,0
109674,1
41444,0
73874,0
29542,0
53728,0
25043,0
102055,0
29780,0
80969,0
92633,0
131059,0
23253,0
514,0
139469,0
121530,0
109169,0
122933,1
11018,0
97152,0
82311,1
1528,0
86135,0
29073,0
1961,0
91761,1
3868,0
25033,0
80640,0
37127,0
120707,1
50352,0
30157,0
92947,0
138306,0
86984,0
77782,1
105319,0
126605,1
64366,0
21330,0
18278,1
11182,0
18914,0
97555,0
30953,0
38272,1
88534,0
139823,0
58675,0
44435,0
95059,0
71120,1
13086,0
8290,0
103727,0
68851,0
133408,1
12503,0
96915,0
91972,0
24793,0
101256,0
28830,0
65440,0
37875,0
68681,0
98138,0
85802,0
54041,1
57471,0
70895,0
23051,0
127436,0
111655,0
49343,0
65901,0
100807,1
126529,0
85095,0
60350,0
101077,0
17231,0
111383,0
120434,1
66079,0
57285,0
3191,1
110833,0
131263,0
31108,1
30466,0
5904,0
109694,0
93616,0
104667,0
95959,0
36433,0
46404,0
114510,0
37854,1
118116,0
5873,1
92159,0
80822,0
106206,0
133647,0
116228,0
126365,0
49993,0
23221,0
4385,0
26578,0
89278,0
71186,1
69558,0
17280,0
43376,0
12984,0
121260,0
104497,1
90067,1
76546,0
33708,0
79310,0
10782,0
20191,1
31543,0
90645,1
101320,0
59238,0
2942,0
78017,0
88610,0
99403,1
2952,0
32034,0
31633,0
134359,0
131005,0
104195,0
129136,0
93277,0
5171,0
136879,0
43134,0
13339,0
113517,0
139899,0
5635,0
102641,0
4853,0
97694,0
67195,0
137971,0
80020,0
76363,1
101095,0
61308,0
45370,0
34429,0
19777,1
93961,0
137319,0
86934,1
115305,0
72690,0
67535,1
78955,0
100642,0
68341,0
92760,1
94030,0
107955,0
119898,1
48902,0
34876,0
69674,1
136063,0
49820,0
134195,0
29830,0
116570,0
36197,0
4244,0
13417,0
100280,1
31817,0
36284,0
67249,1
17427,1
64772,0
44466,0
39084,0
114616,0
111623,0
52933,0
66658,0
120430,0
86793,0
85511,1
15700,0
40193,0
4332,0
139400,0
98934,0
99059,0
17680,0
45359,0
49584,1
22753,0
7213,0
28341,0
131734,1
108814,0
35748,1
135633,0
113532,0
44077,0
25200,0
45810,1
1123,0
96480,0
13980,0
24127,0
121475,1
95706,0
24207,1
42709,0
11168,0
108870,0
94699,0
69245,1
30298,0
140688,0
81524,1
72802,0
89684,0
58281,0
80369,1
4584,0
81757,0
47089,0
84169,0
39566,0
8858,1
86413,0
127215,0
73928,1
65326,0
41858,1
6367,0
117588,0
103366,0
93435,1
52562,0
18748,0
14389,0
76467,0
106914,1
23248,0
82046,1
4370,0
110467,0
55114,0
102075,0
19409,1
44675,0
137196,0
61100,0
86568,1
96559,0
101327,0
31578,0
84353,0
109190,0
10051,1
117587,1
96302,0
104831,0
80089,0
99347,0
44819,0
21446,0
35787,0
9691,0
12765,0
96771,0
69791,0
113512,0
31138,0
78932,0
76842,1
110023,0
130993,0
27293,0
27416,1
26422,0
108850,1
92996,0
64304,0
57108,0
51204,0
16349,0
89988,0
37768,0
127732,0
79623,1
85120,0
93746,0
42563,0
58003,0
51710,0
33521,0
121627,0
130810,0
125374,1
82925,0
90647,0
13028,0
84589,0
97562,0
54883,0
123437,0
70423,0
8654,0
10465,0
132541,0
64351,0
85006,1
16333,0
85238,0
82640,0
16024,0
117812,0
130038,0
87857,0
90422,0
114058,1
32895,0
12360,0
125745,0
9821,0
111421,0
93733,0
20734,0
40817,0
31458,1
522,0
64322,0
27171,0
80602,0
21862,0
6701,0
104920,0
53273,0
65197,0
20025,0
131800,0
9934,0
8305,1
103769,0
130657,0
132166,1
68042,0
109287,0
101622,1
83706,0
9484,0
33410,0
102736,0
108132,0
100787,0
37360,0
96769,0
122747,0
121662,1
48196,1
67679,0
24186,1
17008,0
125360,0
24823,0
132302,0
106896,0
56569,1
10985,0
32532,1
16814,1
9728,0
49962,0
10337,0
24279,1
126908,1
24994,0
31568,0
135825,0
139624,0
93501,1
128745,1
97155,0
65100,0
60141,0
119923,1
96220,0
106740,0
65400,1
65222,0
107383,0
68732,0
4083,0
132539,0
2587,0
109604,0
98471,0
7927,0
125817,1
133427,0
57412,0
70740,0
94726,1
79968,0
102837,0
39418,0
101747,0
91095,0
122299,0
6452,0
129145,0
6291,0
109601,0
29333,0
1472,1
49884,0
57109,0
83239,0
50914,1
25199,0
83068,0
74815,0
24428,0
43820,0
123956,0
973,0
48181,1
29713,0
44844,0
27398,0
130998,0
32078,1
14843,0
39743,0
48725,0
135280,0
18206,1
19249,0
94488,0
29805,0
18335,0
33279,0
85543,1
95534,0
92456,0
104341,0
82812,0
71142,0
120894,0
78623,0
135355,1
117189,1
85262,0
72287,0
135442,1
117031,0
63116,0
64224,0
74691,0
138614,0
83277,0
39934,1
16252,0
17937,0
80999,1
55229,0
113675,0
133527,0
90038,1
39674,1
140355,0
103844,1
109256,0
55640,0
64792,0
17945,0
100093,0
26121,1
79168,0
127393,1
28067,0
15773,0
52988,1
122523,0
109220,0
26570,0
4464,0
32307,0
11044,1
111944,0
94878,0
92707,0
14650,0
85466,1
56049,0
16162,0
40356,0
49064,1
119253,0
126011,1
111947,0
130758,0
82322,1
647,0
100825,0
109959,0
138729,0
127067,0
64302,0
85253,1
121191,0
77341,0
79153,0
104904,0
73034,0
52847,0
35541,0
100394,0
58554,0
127390,0
68307,0
20875,0
109914,0
85364,0
117021,0
71018,0
92909,0
91879,0
7665,1
16937,0
140113,0
25891,0
70904,0
136843,0
103456,0
60922,0
3452,0
135530,0
135060,0
40684,0
119976,0
41780,0
24463,0
73484,0
87671,0
54999,0
27629,0
36015,0
38301,0
1178,0
120016,0
65803,1
6651,0
89833,0
489,1
96893,0
95925,0
27250,0
47988,0
130784,0
24054,0
40210,0
98900,0
97469,0
25042,0
136582,0
134330,0
55003,0
40885,1
911,0
62536,0
21543,0
108661,0
32108,0
34284,1
17358,0
39299,0
128520,0
61147,1
20870,0
39165,0
43886,0
75048,1
97625,0
16031,0
28808,0
53249,0
64469,0
110396,0
32055,0
32470,0
49992,0
122961,0
42254,0
65185,0
68782,1
79661,0
9263,0
98537,0
29112,0
35063,0
33144,0
53671,0
120102,0
80146,0
120105,0
109712,0
74785,0
72115,0
64146,0
113403,0
131547,0
115753,1
5668,1
116190,0
24684,0
540,0
70517,0
12916,1
59272,0
55290,0
128782,0
55800,0
30464,0
10818,0
64001,1
131949,0
84565,0
91532,1
111092,0
2616,0
43786,1
16089,0
23811,1
89596,0
91143,0
135145,0
106098,0
124354,0
105588,0
112565,0
50904,0
88290,0
95802,0
66308,1
41135,1
45701,0
66776,0
12201,0
29517,0
130372,0
15920,1
88267,0
17267,0
97135,1
74593,0
135648,1
131765,0
129569,1
125770,0
33196,1
87709,0
36491,1
73703,1
92984,1
5037,0
23265,0
1086,0
61737,0
30323,0
125426,0
2146,1
91008,0
85084,0
13759,0
3677,0
10517,1
69634,1
7926,0
104925,0
10590,0
92972,0
113266,0
78594,0
14436,0
126553,0
109783,0
131770,0
21570,0
49353,0
5159,0
71074,1
124411,0
94832,1
126629,1
136918,0
33270,0
32178,0
111962,0
40400,0
89167,0
94900,0
67287,1
105147,0
29413,0
131728,0
84789,0
75220,0
65379,0
39064,0
28521,0
68045,0
131459,0
30335,1
114309,1
96688,1
86422,0
61204,0
130565,0
54507,0
67557,0
97531,0
121124,0
48843,0
129783,0
14822,0
17464,0
120049,1
73960,0
58106,1
79292,0
116392,1
28988,0
60322,0
14594,0
63929,0
55304,0
22290,0
27611,1
33103,1
10681,0
45170,0
101412,0
90385,0
67534,0
48457,0
104506,0
98752,0
65179,0
67403,0
134661,1
38705,1
12645,0
44773,0
117682,0
132061,0
33352,0
81151,0
95500,0
79681,0
6388,0
12042,0
36577,0
32590,0
116245,0
26026,0
43021,0
90451,0
41860,0
62178,0
125980,1
128987,1
6542,0
105637,0
18463,0
114949,0
17230,0
132952,0
93960,0
104397,0
115988,0
121238,0
107286,0
130969,1
131919,0
125893,0
93279,0
139464,0
92459,0
34225,0
44420,0
140611,0
75693,0
86434,0
28415,0
128787,0
7876,1
64805,0
17088,0
77544,0
133072,0
103224,0
137673,0
43657,0
12091,0
134793,0
124387,0
72488,0
7605,0
48505,0
75064,0
63998,0
61590,0
32274,0
99438,0
103764,0
16715,0
10908,1
96741,1
29947,0
117072,1
72464,0
30716,1
2369,0
24203,0
102663,0
84538,0
10925,1
90204,0
66654,0
54062,0
109624,1
70250,0
89268,0
117773,0
114360,0
110931,0
24336,0
140336,0
135957,0
36647,0
115196,0
87231,0
76858,0
112122,0
54443,0
18389,0
83492,0
24001,0
49261,1
806,0
41131,0
14703,0
69303,1
119824,0
2495,0
132491,1
77688,0
123475,0
56420,0
124756,0
61835,0
89213,0
87309,0
121983,1
37269,0
1673,0
54142,1
80998,0
18101,0
2555,0
101389,1
130488,1
71691,0
76723,0
61579,1
17462,1
71802,0
28944,0
31890,0
41940,0
139550,0
136856,0
66707,0
51452,0
67198,0
130265,1
41258,0
109668,0
36246,0
119777,1
135401,0
21062,0
127285,0
23991,0
16410,0
85274,0
55395,0
56641,0
75714,0
26385,0
13996,0
132817,0
53849,1
48673,1
89994,0
50583,1
14973,0
21165,0
96504,0
61439,0
27898,0
24017,0
41839,1
25220,1
88907,1
82223,0
51509,1
1117,0
63759,0
40946,0
50626,1
92741,0
98492,0
22963,0
132315,0
73383,1
34850,0
27271,0
108985,0
103124,0
97669,0
117183,1
129925,0
103970,0
1146,0
120389,1
23847,0
97450,1
82994,0
14708,0
51261,0
15510,0
111290,0
36209,0
68100,0
59337,1
65348,0
36435,0
102832,0
125040,0
77394,0
78960,0
32097,0
109925,0
21466,0
92140,0
101085,0
49386,1
135618,0
108187,0
128613,1
32579,0
89819,0
131696,0
20880,0
119699,1
111786,0
40558,0
96198,0
79715,0
131683,0
128212,0
87875,0
138114,1
71773,0
128774,0
52716,0
131296,1
33951,0
101496,0
43716,0
86561,0
100318,0
133149,1
109708,0
75624,1
5243,1
109432,0
47491,0
3777,0
112496,0
33938,0
24530,1
77891,0
59259,0
84499,0
63420,0
118581,1
134697,0
122929,1
116884,0
50186,0
22872,0
121394,0
102875,0
74764,0
37598,0
86211,1
30660,0
71775,0
48266,0
111181,0
97225,0
124498,0
115226,0
37324,0
69574,0
119075,0
129579,0
133620,1
110049,0
22759,0
91571,0
84172,0
29201,0
23593,0
73967,1
189,0
140465,0
40802,0
106773,0
41443,0
116293,0
103048,0
25623,0
91601,0
114968,1
74241,0
76010,0
70055,0
114350,0
7170,0
69188,0
8244,0
82616,0
17279,1
26592,0
43279,1
81629,0
40879,0
1647,1
48005,0
72466,0
56025,0
30601,0
56644,0
126924,0
91591,0
55487,0
50139,0
136222,0
127880,1
72743,0
10186,0
135078,0
118321,0
69451,0
58893,0
120493,1
120948,0
19617,1
12926,0
40401,0
124191,0
590,0
94820,1
34724,0
23258,0
33552,1
81849,1
4690,0
107024,0
119378,0
105871,0
82249,1
133121,0
72021,0
14651,0
133472,0
123760,0
134728,1
43034,0
112588,0
122588,0
39802,0
138480,0
71650,0
72353,0
104380,0
69882,1
113625,0
130608,0
130102,0
34843,0
84922,0
99125,0
83089,0
75389,0
65380,0
72897,0
38279,0
9113,0
79337,0
102480,0
48628,0
107707,0
27605,0
38688,1
114870,1
72500,0
126303,0
125024,0
8252,0
121463,0
121525,0
97881,0
19121,0
56945,0
111954,0
58734,0
96276,0
98123,0
14578,0
52112,0
68020,0
15557,0
4401,0
63392,0
21813,0
37207,0
103277,0
59716,0
20043,0
131703,0
52677,0
93596,0
73715,0
1087,1
71989,1
38267,0
116043,0
92056,0
94729,0
60416,0
102343,0
85940,0
34951,0
121724,0
21578,0
75805,0
69585,0
137507,1
110525,0
91063,0
29271,0
137012,0
57206,0
125433,0
70538,1
23413,0
116536,1
60991,1
51796,0
60623,0
48935,1
21049,0
87698,0
5459,0
15184,0
97043,0
92012,0
14735,0
27,1
18940,0
11941,0
58587,0
122911,0
7567,0
51885,1
103197,1
15959,1
82164,0
135296,0
58940,1
116367,0
110654,0
102389,0
64926,1
84310,1
99628,1
98576,1
106632,0
115479,0
138738,0
98795,0
37373,0
91298,0
88968,0
130113,0
43882,0
103920,0
117397,0
138335,0
136193,1
64345,0
31479,0
82977,0
130521,0
59572,0
114561,1
114804,0
102867,0
108239,0
57167,0
69870,0
7545,0
33532,0
31511,0
34333,0
53543,0
61361,0
99930,0
62348,0
111828,0
48424,0
86085,1
88631,0
69904,0
91049,0
82395,0
68046,0
37192,0
22249,1
65565,0
36403,0
104641,0
108876,0
42586,0
82937,0
83868,0
4705,0
59187,0
122187,1
20855,0
126931,0
58651,0
107099,0
97441,1
96818,0
132782,1
56301,0
63646,0
86988,0
43112,0
48670,0
46386,0
107058,0
140010,0
62987,0
9746,0
113119,1
2053,0
59458,0
83313,0
16573,0
123943,0
25428,0
89106,0
96285,1
65399,0
101353,0
84080,1
60066,0
79450,0
42795,1
29579,0
93964,0
37760,0
16417,0
94416,0
18719,0
139287,0
104656,1
15787,1
45562,0
106147,0
72706,0
92490,0
69111,0
120904,0
28181,0
128900,0
79726,0
130495,1
83041,1
42923,0
66540,0
20769,0
36052,0
54710,0
59995,1
96369,0
54930,0
3514,0
70891,0
118507,0
23598,1
71200,1
3488,0
129789,0
78401,0
53294,0
100050,0
2473,0
83140,1
105348,0
114608,0
92454,0
91131,0
7082,0
127701,1
1463,0
107182,0
135046,0
118138,0
119716,0
114055,1
110468,0
42146,0
96725,0
23435,0
14812,0
54695,0
41215,0
74911,1
73218,0
132971,0
136111,0
124576,0
111847,0
19151,0
119624,0
114901,0
121328,0
9015,0
68800,0
60637,0
92781,0
122836,0
3833,0
102154,0
83335,0
24395,0
603,0
52567,0
10899,0
46655,0
2324,0
36133,0
28980,0
120896,0
80867,0
57161,0
35382,0
9703,1
14710,0
39809,1
17686,0
101368,0
34454,0
90004,0
6271,0
50685,0
73933,0
50586,0
81105,1
70232,0
32308,0
138561,0
109250,1
116876,1
116792,0
108815,1
130465,0
135489,0
17114,0
35047,0
132903,0
118249,0
18565,0
4173,0
8019,0
27208,0
97460,0
28178,0
85646,0
104585,0
112247,1
127511,0
98983,0
80051,0
48015,0
135667,1
106165,0
61550,0
130193,1
103783,1
55894,0
34516,1
39863,0
107077,0
48807,0
83975,0
109887,0
103335,0
15602,1
140640,0
75553,0
78152,0
83713,0
63009,0
8233,0
80324,0
92715,0
49712,1
134031,0
95171,0
95760,0
102187,0
34599,0
54613,0
124257,0
1111,0
17543,1
73125,0
37608,1
65685,1
105059,0
88474,0
23237,0
138351,0
6318,0
92994,0
30987,0
128251,0
88008,0
4536,0
100131,0
123280,0
132644,0
24782,0
7907,0
109238,0
35982,0
22569,0
45993,0
26119,0
80452,0
34327,1
39744,0
131971,0
127539,1
65775,0
100632,0
63406,0
89614,0
70568,0
46640,0
38814,0
106450,0
126264,1
89508,0
106707,0
45246,0
90320,0
107792,0
74301,0
72940,0
94235,1
114549,0
86662,0
52511,0
104408,0
67221,0
129959,0
78447,1
59055,0
17206,0
23433,0
96175,0
115974,0
70116,0
72870,0
51821,0
6924,1
1540,0
112792,0
31278,1
1503,0
80868,0
49940,0
50277,0
96689,0
75138,0
112088,0
43006,0
79573,0
40984,0
69128,0
100253,0
16061,0
127254,1
41354,0
63219,1
43740,0
106895,0
136886,0
100365,0
65375,0
36805,0
5773,1
88562,1
98642,1
70132,0
104685,0
31024,0
17426,0
103845,0
45033,0
26981,0
100074,0
115294,1
77756,0
89481,0
21817,0
109599,0
617,1
12651,1
84314,0
8674,0
113916,0
139136,0
52476,1
55091,0
125920,0
90569,0
115403,0
103758,0
4420,0
119262,0
77517,0
89087,0
26640,0
35110,1
71391,0
17484,0
77535,0
83059,1
37119,0
10111,0
78885,0
47512,0
5759,1
109378,1
89497,0
118010,0
122301,0
124322,0
110710,0
60427,0
63961,0
3412,0
135120,0
92768,0
119794,0
137712,0
61228,0
83884,0
6763,0
3838,0
80328,1
108637,0
65515,0
17643,0
102002,1
62055,1
58952,0
111887,0
38858,1
133156,0
46064,1
3164,0
96742,0
92440,0
132722,0
93299,0
87252,0
44391,0
89327,0
137542,0
40563,0
100047,0
107513,1
37339,0
92442,0
21269,0
118703,0
36857,0
83547,0
10629,0
88720,0
36788,0
111023,0
937,0
118036,0
55833,0
75557,0
20610,0
71602,0
49851,0
56065,0
122845,0
46682,0
53014,1
34433,1
74839,0
49943,0
102781,0
5740,1
57659,1
35826,1
11951,0
34863,0
87228,0
122443,0
137247,0
118572,1
71227,0
93206,0
133707,0
32952,0
23272,0
119832,0
24912,0
50349,0
137223,0
120177,0
7337,0
30454,0
10409,0
76207,0
117712,0
116962,1
10437,0
44856,0
67255,1
19342,0
85406,0
19885,1
80490,0
48694,0
121651,0
109115,0
129880,0
35290,0
36924,1
8972,0
93250,0
127832,0
57712,0
46310,0
2181,0
121403,0
18744,1
83304,1
7686,0
42714,0
42286,0
94880,0
853,0
3208,0
105259,0
73753,0
133264,0
121261,0
138442,0
39124,0
109095,1
60257,0
63558,0
69261,1
126644,0
8819,0
15538,0
18452,1
97570,0
40114,0
118942,1
6121,0
51620,1
75967,0
33185,0
50826,0
29703,0
59935,0
58354,0
140657,0
36654,0
113257,0
114143,0
108770,0
64003,0
101359,0
59883,1
111381,0
136792,0
38373,0
139817,1
118603,0
48396,0
12413,0
84243,1
35104,0
78680,0
60899,0
102518,0
93460,0
99906,0
97601,0
119763,0
12204,0
104187,0
107111,0
105480,0
20064,0
124189,0
3852,0
118793,0
117277,0
126062,0
10327,1
49085,0
91439,1
129104,0
55232,0
53429,0
130713,0
31289,0
135270,0
123320,0
50335,0
42296,0
71748,0
30095,0
20552,1
88220,0
104815,0
127387,0
109345,0
116296,1
43226,0
111995,0
26235,0
86760,0
25916,1
120997,0
126401,0
137556,0
24737,0
101828,0
133627,1
101784,0
73902,0
26110,1
111547,0
28300,0
63062,1
55426,0
90644,0
109053,0
77240,0
66631,1
22357,0
53288,0
32990,0
23842,0
40072,0
111584,0
33701,0
79783,0
48540,1
111261,0
52416,0
1413,0
113361,0
18229,0
105690,0
92146,1
36139,0
32241,0
93480,0
75100,1
82681,1
4934,0
25580,0
110056,0
120187,0
108181,0
47341,0
129760,1
102729,0
12013,0
74502,0
83280,0
2418,0
125534,0
901,0
7675,0
99211,0
62067,0
40624,1
38760,0
40382,0
37896,0
104113,0
133287,0
126986,0
112369,1
35267,1
71839,0
61909,0
111988,0
66460,0
135177,0
54718,0
121803,0
104771,1
128908,0
136846,0
83895,0
130974,0
85044,0
35487,0
133880,0
67358,0
125353,0
23008,0
21808,0
17704,0
61732,0
98491,0
124953,1
11157,0
60145,0
67590,1
86980,0
99179,0
60974,0
32051,0
5252,0
115072,1
123234,0
107575,0
94801,0
111879,0
15162,0
23716,0
43119,0
100570,0
78879,0
49245,0
40466,0
49138,0
28686,0
25684,0
84699,0
119080,0
38331,0
39232,0
53107,1
123615,0
134665,0
137771,0
96896,0
74270,0
8971,0
89842,0
93001,0
78397,1
127837,0
82551,0
29353,0
60077,0
62660,0
14498,0
64482,0
130374,0
117047,0
127365,0
41110,0
72845,0
38168,0
134858,0
44655,0
129985,0
8887,0
58843,0
60459,0
74624,1
2431,0
140291,0
134356,0
46162,0
137666,0
101764,0
6201,1
86503,0
83006,0
11655,0
111718,0
68383,0
123922,0
36676,0
62280,0
42480,0
91705,1
134594,0
133196,0
133945,0
91917,1
32949,0
89572,0
129824,1
47049,0
107116,0
62991,0
134111,0
100562,0
121932,0
132028,0
84158,0
63044,1
28457,0
116958,0
20565,0
95861,0
82884,0
52948,1
105001,0
40225,0
30319,1
109853,0
40222,0
108608,0
14304,0
65029,0
122424,0
130759,0
71297,1
2083,0
9103,0
84383,0
22061,0
82375,0
72767,0
22706,0
12588,0
15153,0
38701,0
91389,0
83201,0
5803,0
123036,0
102940,0
137327,1
10470,0
138593,0
6051,1
75294,0
117984,1
93071,0
131946,0
90386,0
140622,0
30694,0
87530,1
106427,0
115167,0
14536,1
21143,0
44785,0
140509,0
71039,1
18241,0
77987,1
62629,0
39691,1
55717,0
94545,1
113472,0
96608,0
79735,0
126963,0
78083,1
126019,0
116476,0
123594,0
54992,0
126562,0
85432,0
74319,0
19834,0
110550,0
122285,0
73699,0
99479,1
24480,0
82146,0
43460,0
82963,0
324,1
68936,0
82334,0
86516,0
134461,0
107573,0
120875,0
1452,0
43567,0
28011,0
130823,0
20745,0
4470,0
105198,0
26521,0
21647,0
32956,0
53578,0
14954,0
104828,0
81792,1
18047,0
138819,0
123933,0
129883,0
128789,1
66609,1
21778,0
94433,0
124746,0
89461,0
39018,0
82315,0
31691,0
3303,0
80258,0
112310,0
63706,0
127897,0
82372,0
109968,1
134094,0
90527,0
35980,0
78284,0
33957,0
47733,0
79397,0
68647,0
71303,0
77521,0
93193,0
70355,0
97485,1
127882,0
83891,0
14509,0
93940,0
3060,0
138600,1
122041,0
48909,0
26361,0
55018,0
64652,0
2669,0
3373,0
97806,0
128848,0
71895,0
19700,1
42835,1
60200,0
16919,1
117917,0
40861,0
88487,0
12014,0
26745,0
29802,0
81660,0
117304,0
21127,0
78731,0
60748,0
123127,1
38482,0
130845,0
125723,0
40086,0
5799,0
68451,0
37699,0
118159,0
116310,0
59433,0
13422,0
122378,0
92512,0
140257,1
27470,1
31317,0
23173,1
21681,0
68112,0
38800,0
54608,0
39726,1
60680,0
117813,0
117099,0
58020,0
110456,0
75425,0
31588,0
132531,0
135918,0
33512,0
131990,0
21709,0
79949,0
23327,0
13197,0
20277,1
41457,0
110877,0
16221,0
114037,0
75114,0
97230,0
127757,0
86223,0
6573,0
35064,0
81902,0
29481,0
130539,0
87162,0
24551,0
34421,0
79393,0
108369,0
79629,0
125898,0
37349,1
72593,0
30342,0
87259,0
